step,uav_x,uav_y,jammer_power,uav_energy,node_0_x,node_0_y,node_0_sinr,node_0_aoi,node_0_energy,node_0_connected,node_1_x,node_1_y,node_1_sinr,node_1_aoi,node_1_energy,node_1_connected,node_2_x,node_2_y,node_2_sinr,node_2_aoi,node_2_energy,node_2_connected,node_3_x,node_3_y,node_3_sinr,node_3_aoi,node_3_energy,node_3_connected,node_4_x,node_4_y,node_4_sinr,node_4_aoi,node_4_energy,node_4_connected,reward,jammed_count
20,556.7324370926452,308.2151450673723,0.3770528733730316,15529.050949739289,993.1086163866025,557.9599513031578,0.15760792031635626,35.0,0.024306221340641733,0,756.3946647024204,604.6478101586387,0.047132052660582346,90.0,0.03018996551828019,0,378.7275708178495,784.4578211852652,0.08193654745249601,35.0,0.02346388127756946,0,960.8541703876346,487.6881903025627,0.18417014961617773,35.0,0.024229836653875614,0,459.6375970154447,863.8912404035389,0.07215952890869853,35.0,0.024054462524306423,0,5,5
21,602.4170954483682,328.2131013146816,0.014120611362159252,16161.261664857146,993.1086163866025,557.9599513031578,5.025827588494685,0.0,0.02535998083521342,1,756.3946647024204,604.6478101586387,1.5688002394677452,0.0,0.03126158229823272,1,378.7275708178495,784.4578211852652,2.165563616571404,0.0,0.02452867896679364,1,960.8541703876346,487.6881903025627,6.047435236879414,0.0,0.025282011383428435,1,459.6375970154447,863.8912404035389,1.9685832497030806,0.0,0.025121078672454687,1,0,0
22,641.733954858252,358.8919348859216,0.2328915297985077,16793.472379975003,993.1086163866025,557.9599513031578,0.38720756216504904,5.0,0.026502413217425816,0,756.3946647024204,604.6478101586387,0.1257972322131694,5.0,0.03259509032160597,0,378.7275708178495,784.4578211852652,0.13680462262625898,5.0,0.02583945917329132,0,960.8541703876346,487.6881903025627,0.4769503043840132,5.0,0.026407013984049172,0,459.6375970154447,863.8912404035389,0.1285503096417089,5.0,0.02644853763182613,0,5,5
23,672.2384834323042,398.34418450014834,0.03998107463121414,17425.68309509286,993.1086163866025,557.9599513031578,2.8018550643020363,0.0,0.027562987103389103,1,756.3946647024204,604.6478101586387,1.0253517374820822,0.0,0.03367937649714752,1,378.7275708178495,784.4578211852652,0.8428595013993363,10.0,0.02693151260861776,0,960.8541703876346,487.6881903025627,3.501947960406902,0.0,0.027464602482180276,1,459.6375970154447,863.8912404035389,0.8180371323816844,10.0,0.02754190809622116,0,2,2
24,692.0340573300732,444.1169003602148,0.3368270695209503,18057.893810210717,993.1086163866025,557.9599513031578,0.4080824561033655,5.0,0.0287006871243003,0,756.3946647024204,604.6478101586387,0.18207401612476534,5.0,0.03492554258691197,0,378.7275708178495,784.4578211852652,0.10993811684704387,15.0,0.028305758870487113,0,960.8541703876346,487.6881903025627,0.5034074801933432,5.0,0.028585642364846644,0,459.6375970154447,863.8912404035389,0.1103571463388332,15.0,0.028914927522451273,0,5,5
25,699.8898836448999,493.36415669048864,0.3230050504207611,18690.104525328574,993.1086163866025,557.9599513031578,0.48270264958619463,10.0,0.029824791594487785,0,756.3946647024204,604.6478101586387,0.29628147859245246,10.0,0.0360963023858917,0,378.7275708178495,784.4578211852652,0.1297679398812604,20.0,0.029630624222314772,0,960.8541703876346,487.6881903025627,0.5654287405777518,10.0,0.02969883094942873,0,459.6375970154447,863.8912404035389,0.13483934886142993,20.0,0.030229493793030346,0,5,5
26,695.3175251456047,543.023997617563,0.36534127593040466,19322.31524044643,993.1086163866025,557.9599513031578,0.4321971707468226,15.0,0.03095758940225748,0,756.3946647024204,604.6478101586387,0.3822429953729687,15.0,0.03723993571661555,0,378.7275708178495,784.4578211852652,0.13472789386742387,25.0,0.03094540851439221,0,960.8541703876346,487.6881903025627,0.4674305532353908,15.0,0.030825367944048384,0,459.6375970154447,863.8912404035389,0.14505460283478938,25.0,0.031525498420295624,0,5,5
27,678.6012689378153,590.0088147561236,0.2961866855621338,19954.525955564288,993.1086163866025,557.9599513031578,0.4794812962595075,20.0,0.032082194204858215,0,756.3946647024204,604.6478101586387,0.5080487696832227,20.0,0.038360322524759585,0,378.7275708178495,784.4578211852652,0.20330643366393875,30.0,0.03217116587977162,0,960.8541703876346,487.6881903025627,0.48110364948527495,20.0,0.031949719938267535,0,459.6375970154447,863.8912404035389,0.2267287014904896,30.0,0.03273316593218638,0,5,5
28,650.7804508686609,631.3973197437579,0.4284944236278534,20586.736670682145,993.1086163866025,557.9599513031578,0.2749256460987876,25.0,0.0332623074590425,0,756.3946647024204,604.6478101586387,0.26120721596699925,25.0,0.03954724721110207,0,378.7275708178495,784.4578211852652,0.18018699464686813,35.0,0.033419377959777494,0,960.8541703876346,487.6881903025627,0.26270495996187615,25.0,0.03313586652038788,0,459.6375970154447,863.8912404035389,0.20718970080786142,35.0,0.03395564208593078,0,5,5
29,613.584834657739,664.6161758023011,0.1866218000650406,21218.947385800002,993.1086163866025,557.9599513031578,0.5054695497785742,30.0,0.034383055724856615,0,756.3946647024204,604.6478101586387,0.3858226253311537,30.0,0.040690011530129466,0,378.7275708178495,784.4578211852652,0.5586979496406087,40.0,0.03453333530949751,0,960.8541703876346,487.6881903025627,0.4719969898891292,30.0,0.03426165985209211,0,459.6375970154447,863.8912404035389,0.651489537467129,40.0,0.035060383002957635,0,5,5
30,569.3270635670052,687.5999953549479,0.2578498423099518,21851.15810091786,993.1086163866025,557.9599513031578,0.2933330964933622,35.0,0.03555502620005087,0,756.3946647024204,604.6478101586387,0.18298521239258247,35.0,0.04193520473732125,0,378.7275708178495,784.4578211852652,0.5773329849956447,45.0,0.035645207541485396,0,960.8541703876346,487.6881903025627,0.27221841846507,35.0,0.03544306314516334,0,459.6375970154447,863.8912404035389,0.6519233430951931,45.0,0.03616508690471067,0,5,5
31,520.7588714438506,698.9197558222352,0.028542669489979744,22483.368816035716,993.1086163866025,557.9599513031578,2.140896116898617,0.0,0.03662003439841571,1,756.3946647024204,604.6478101586387,1.1506434663738856,0.0,0.04301554929349762,1,378.7275708178495,784.4578211852652,7.7100105822940765,0.0,0.036695603743031546,1,960.8541703876346,487.6881903025627,1.9951328244886155,0.0,0.036509414562774636,1,459.6375970154447,863.8912404035389,7.595292421832368,0.0,0.03721558415916652,1,0,0
32,470.8999932382773,697.8716493246764,0.33165374398231506,23115.579531153573,993.1086163866025,557.9599513031578,0.15576150573032452,5.0,0.03789919378753164,0,756.3946647024204,604.6478101586387,0.07365784030642153,5.0,0.04454889439120857,0,378.7275708178495,784.4578211852652,0.9621575015981685,5.0,0.03778225476027339,0,960.8541703876346,487.6881903025627,0.14623976702517807,5.0,0.03780343334241238,0,459.6375970154447,863.8912404035389,0.7143432785261461,5.0,0.0383154230371938,0,5,5
33,422.85041250955567,684.5208420478681,0.45510491728782654,23747.79024627143,993.1086163866025,557.9599513031578,0.0977195568497816,10.0,0.03931383597728836,0,756.3946647024204,604.6478101586387,0.04214157333795075,10.0,0.04644265762374211,0,378.7275708178495,784.4578211852652,0.8310207924516886,10.0,0.03887492674461529,0,960.8541703876346,487.6881903025627,0.09274046871966049,10.0,0.039237587168837025,0,459.6375970154447,863.8912404035389,0.45082080999634533,10.0,0.03944479074736572,0,5,5
34,379.59761946303524,659.697422524698,0.4395955204963684,24380.000961389287,993.1086163866025,557.9599513031578,0.08955415379900303,15.0,0.040761613795607186,0,756.3946647024204,604.6478101586387,0.03592322215341428,15.0,0.04848221408736986,0,378.7275708178495,784.4578211852652,0.738117467716991,15.0,0.039973125311783334,0,960.8541703876346,487.6881903025627,0.08602502924178518,15.0,0.04070163200679543,0,459.6375970154447,863.8912404035389,0.3496453892113256,15.0,0.04059715024823204,0,5,5
35,343.8308632788502,624.9447907508385,0.0321931354701519,25012.211676507144,993.1086163866025,557.9599513031578,1.1026164396995397,0.0,0.04184336671764829,1,756.3946647024204,604.6478101586387,0.42036742549099554,20.0,0.049617347057260126,0,378.7275708178495,784.4578211852652,6.994668328856756,0.0,0.041024197451877596,1,960.8541703876346,487.6881903025627,1.073651601155156,0.0,0.041784293181808645,1,459.6375970154447,863.8912404035389,3.4278576424786875,0.0,0.04165500182242453,1,1,1
36,317.7739476230646,582.4236970483513,0.33188897371292114,25644.422391625,993.1086163866025,557.9599513031578,0.10081911951441366,5.0,0.04324683524501734,0,756.3946647024204,604.6478101586387,0.0363518131244182,25.0,0.051645254680728184,0,378.7275708178495,784.4578211852652,0.4582822632134587,5.0,0.04215226841054008,0,960.8541703876346,487.6881903025627,0.09941108069297817,5.0,0.04319275126399991,0,459.6375970154447,863.8912404035389,0.24603784479028812,5.0,0.04285033896107935,0,5,5
37,303.0469653065353,534.7778970760867,0.44040796160697937,26276.63310674286,993.1086163866025,557.9599513031578,0.07286447334459127,10.0,0.04478542860608792,0,756.3946647024204,604.6478101586387,0.025217382656176672,30.0,0.05410425387098369,0,378.7275708178495,784.4578211852652,0.2412760858256996,10.0,0.04335046357819976,0,960.8541703876346,487.6881903025627,0.07284322806290909,10.0,0.04473148673743585,0,459.6375970154447,863.8912404035389,0.1419630530210913,10.0,0.04415167958424091,0,5,5
38,300.5655687607243,484.96977590763817,0.0786619558930397,26908.843821860715,993.1086163866025,557.9599513031578,0.3998552056396894,15.0,0.045924935225413695,0,756.3946647024204,604.6478101586387,0.1340011918299947,35.0,0.05542046857383235,0,378.7275708178495,784.4578211852652,0.9949939346263794,15.0,0.044435849370714625,0,960.8541703876346,487.6881903025627,0.4056384465169964,15.0,0.04586971584209594,0,459.6375970154447,863.8912404035389,0.6334486464264553,15.0,0.045258004028412104,0,5,5
39,310.48403920440137,436.0961612755453,0.24926824867725372,27541.054536978572,993.1086163866025,557.9599513031578,0.12759047521349828,20.0,0.04725447352653013,0,756.3946647024204,604.6478101586387,0.04138808160806089,40.0,0.05732956555899557,0,378.7275708178495,784.4578211852652,0.2446054540453745,20.0,0.0456320345764006,0,960.8541703876346,487.6881903025627,0.13137659273807512,20.0,0.04719122831905941,0,459.6375970154447,863.8912404035389,0.1663839076460802,20.0,0.04652259028640035,0,5,5
40,332.1856941847095,391.19577782212605,0.1371142715215683,28173.26525209643,993.1086163866025,557.9599513031578,0.23962218059056892,25.0,0.04845368785894289,0,756.3946647024204,604.6478101586387,0.0757825622877024,45.0,0.05884939624483106,0,378.7275708178495,784.4578211852652,0.3623605641867607,25.0,0.04678080484165066,0,960.8541703876346,487.6881903025627,0.2507617454013535,25.0,0.048383837023251,0,459.6375970154447,863.8912404035389,0.26061546536924235,25.0,0.0477098248524105,0,5,5
41,364.32122990523095,353.06031391904094,0.0686187595129013,28805.475967214286,993.1086163866025,557.9599513031578,0.5068405354557665,30.0,0.049574243538975674,0,756.3946647024204,604.6478101586387,0.15704037663238163,50.0,0.060126696910745986,0,378.7275708178495,784.4578211852652,0.614549869982006,30.0,0.04788888620345779,0,960.8541703876346,487.6881903025627,0.5398186452831584,30.0,0.049500051621821854,0,459.6375970154447,863.8912404035389,0.4637166455039135,30.0,0.048836977361454315,0,5,5
42,404.8926144008015,324.060848005666,0.40198642015457153,29437.686682332143,993.1086163866025,557.9599513031578,0.0945974253878378,35.0,0.05100088046686792,0,756.3946647024204,604.6478101586387,0.028684530653059055,55.0,0.06241557995484778,0,378.7275708178495,784.4578211852652,0.09268095941997989,35.0,0.04932328589953608,0,960.8541703876346,487.6881903025627,0.10265638034511104,35.0,0.05089721526550679,0,459.6375970154447,863.8912404035389,0.07297532055968013,35.0,0.050374830593141434,0,5,5
43,451.377315487794,306.0004264158643,0.3499462306499481,30069.89739745,993.1086163866025,557.9599513031578,0.12160631930816501,40.0,0.05234412198749829,0,756.3946647024204,604.6478101586387,0.03638754542006087,60.0,0.06444252878788789,0,378.7275708178495,784.4578211852652,0.09706252940209226,40.0,0.050740388221233654,0,960.8541703876346,487.6881903025627,0.13477921386286432,40.0,0.052211899123787285,0,459.6375970154447,863.8912404035389,0.07941393795156419,40.0,0.051873237178248835,0,5,5
44,500.88513959761013,300.0019586898593,0.25976380705833435,30702.108112567857,993.1086163866025,557.9599513031578,0.18849646581102786,45.0,0.053583630900195425,0,756.3946647024204,604.6478101586387,0.05605484266339333,65.0,0.06612722660018756,0,378.7275708178495,784.4578211852652,0.12297269510040194,45.0,0.052080383488610014,0,960.8541703876346,487.6881903025627,0.21387813501265007,45.0,0.05342900241485883,0,459.6375970154447,863.8912404035389,0.10425184022132936,45.0,0.05326510586625087,0,5,5
45,550.3379300143508,306.4384004977477,0.12177623808383942,31334.318827685714,993.1086163866025,557.9599513031578,0.47536281553465326,50.0,0.05470888514666418,0,756.3946647024204,604.6478101586387,0.14212648398400257,70.0,0.06742827933918087,0,378.7275708178495,784.4578211852652,0.25397284624517724,50.0,0.05327119525638406,0,960.8541703876346,487.6881903025627,0.5535715281982827,50.0,0.054543557658704556,0,459.6375970154447,863.8912404035389,0.2226747613933055,50.0,0.05447563282206461,0,5,5
46,596.6609517506012,324.9095650623143,0.3852676749229431,31966.52954280357,993.1086163866025,557.9599513031578,0.18302247499774763,55.0,0.05595403877437181,0,756.3946647024204,604.6478101586387,0.05584540857331302,75.0,0.0691153520740067,0,378.7275708178495,784.4578211852652,0.08013449600743898,55.0,0.054765581514843134,0,960.8541703876346,487.6881903025627,0.21902854256536952,55.0,0.055756746608012636,0,459.6375970154447,863.8912404035389,0.07259615790083955,55.0,0.05601602708482527,0,5,5
47,636.9740636767107,354.267004834566,0.33618903160095215,32598.74025792143,993.1086163866025,557.9599513031578,0.2604749062274378,60.0,0.05714134715253766,0,756.3946647024204,604.6478101586387,0.08373385527231728,80.0,0.07059069143050586,0,378.7275708178495,784.4578211852652,0.09425620368330409,60.0,0.05619357749901862,0,960.8541703876346,487.6881903025627,0.31988414420789807,60.0,0.05691861512741625,0,459.6375970154447,863.8912404035389,0.08819125017556871,60.0,0.05746993280307958,0,5,5
48,668.7707917464984,392.68541639991304,0.24884650111198425,33230.95097303929,993.1086163866025,557.9599513031578,0.44018355659467545,65.0,0.05827263881487464,0,756.3946647024204,604.6478101586387,0.15710623387973646,85.0,0.07186789719680728,0,378.7275708178495,784.4578211852652,0.1345898104824648,65.0,0.05750863240161325,0,960.8541703876346,487.6881903025627,0.5494648284607571,65.0,0.05803365727789051,0,459.6375970154447,863.8912404035389,0.13009203881343478,65.0,0.05879411598136804,0,5,5
49,690.0741694135347,437.77612900377454,0.4483014643192291,33863.161688157146,993.1086163866025,557.9599513031578,0.29964360633736375,70.0,0.05944204697655554,0,756.3946647024204,604.6478101586387,0.12925231059244915,90.0,0.07319385490406159,0,378.7275708178495,784.4578211852652,0.08147199973878755,70.0,0.058995744530471544,0,960.8541703876346,487.6881903025627,0.3710355300161362,70.0,0.05918011901377628,0,459.6375970154447,863.8912404035389,0.08141642625919672,70.0,0.060281525594805874,0,5,5
50,699.5596558357162,486.73562052975984,0.49171850085258484,34495.372403275,993.1086163866025,557.9599513031578,0.3137613817445423,75.0,0.06060609415881619,0,756.3946647024204,604.6478101586387,0.1834683472900433,95.0,0.07443853618088996,0,378.7275708178495,784.4578211852652,0.08369729879361207,75.0,0.06047126910410277,0,960.8541703876346,487.6881903025627,0.37086842272630144,75.0,0.06032662420619574,0,459.6375970154447,863.8912404035389,0.086565898309195,75.0,0.061742991358535435,0,5,5
51,696.6374894095184,536.5198269262268,0.1901661604642868,35127.58311839286,993.1086163866025,557.9599513031578,0.8342843409234358,80.0,0.061698593916859806,0,756.3946647024204,604.6478101586387,0.7066676822611464,100.0,0.07553892775751543,0,378.7275708178495,784.4578211852652,0.2526968907563913,80.0,0.06166278945095981,0,960.8541703876346,487.6881903025627,0.9123911705670812,80.0,0.06141536145590745,0,459.6375970154447,863.8912404035389,0.2707697534018567,80.0,0.06292509551390219,0,5,5
52,681.4893562900393,584.0334073653282,0.47682857513427734,35759.79383351072,993.1086163866025,557.9599513031578,0.30391349974823595,85.0,0.06286632839586313,0,756.3946647024204,604.6478101586387,0.32013297036528404,105.0,0.07670070948960002,0,378.7275708178495,784.4578211852652,0.12266153733315718,85.0,0.0630035176180834,0,960.8541703876346,487.6881903025627,0.3075810118229049,85.0,0.06258169527872803,0,459.6375970154447,863.8912404035389,0.13617441834358332,85.0,0.06423707790961135,0,5,5
53,655.0570940258576,626.3221975436477,0.027098271995782852,36392.004548628574,993.1086163866025,557.9599513031578,4.421395342721544,0.0,0.06392132349624018,1,756.3946647024204,604.6478101586387,4.348142843943188,0.0,0.0777558749281013,1,378.7275708178495,784.4578211852652,2.732976393067174,0.0,0.06406446035823482,1,960.8541703876346,487.6881903025627,4.249318596443184,0.0,0.06363709879632189,1,459.6375970154447,863.8912404035389,3.130210350265687,0.0,0.06529609971499678,1,0,0
54,618.9841326619784,660.7568853103242,0.46942147612571716,37024.21526374643,993.1086163866025,557.9599513031578,0.20726947086942035,5.0,0.06514373353268929,0,756.3946647024204,604.6478101586387,0.16280329144960828,5.0,0.07902516141157971,0,378.7275708178495,784.4578211852652,0.21285214718018952,5.0,0.06528236596710271,0,960.8541703876346,487.6881903025627,0.19389435350697073,5.0,0.06487135288462383,0,459.6375970154447,863.8912404035389,0.2481858684697333,5.0,0.06649018336710884,0,5,5
55,575.5133142194586,685.1964885617255,0.4262295663356781,37656.42597886429,993.1086163866025,557.9599513031578,0.18269292775172108,10.0,0.0663892377567208,0,756.3946647024204,604.6478101586387,0.11671155716968225,10.0,0.08038065517069697,0,378.7275708178495,784.4578211852652,0.33224687459693913,10.0,0.06644007886709438,0,960.8541703876346,487.6881903025627,0.1695587011843514,10.0,0.06613193737594121,0,459.6375970154447,863.8912404035389,0.3784697182068924,10.0,0.06763475038315969,0,5,5
56,527.3474436415668,698.1214711389741,0.364676833152771,38288.636693982146,993.1086163866025,557.9599513031578,0.17366967347597917,15.0,0.06764485742881066,0,756.3946647024204,604.6478101586387,0.09427150549861367,15.0,0.08180858999850892,0,378.7275708178495,784.4578211852652,0.5752294005111646,15.0,0.0675521798009741,0,960.8541703876346,487.6881903025627,0.16157496864661805,15.0,0.06740288416539543,0,459.6375970154447,863.8912404035389,0.5821174983738444,15.0,0.06874610851265632,0,5,5
