step,uav_x,uav_y,jammer_power,uav_energy,node_0_x,node_0_y,node_0_sinr,node_0_aoi,node_0_energy,node_0_status,node_1_x,node_1_y,node_1_sinr,node_1_aoi,node_1_energy,node_1_status,node_2_x,node_2_y,node_2_sinr,node_2_aoi,node_2_energy,node_2_status,node_3_x,node_3_y,node_3_sinr,node_3_aoi,node_3_energy,node_3_status,node_4_x,node_4_y,node_4_sinr,node_4_aoi,node_4_energy,node_4_status,reward,jammed_count
11,343.66231785877244,273.7622287443838,0.08781759440898895,8407.308524999999,273.69112610626587,172.5062406973925,0.6504763777281408,15.0,0.011436142727983732,2,462.1687599695872,958.2490383969948,0.016973596486050728,55.0,0.011944359686726235,2,560.1036858529192,397.69026604019086,0.03349647555187499,40.0,0.011600825714658727,2,719.024203742126,20.9051235337413,0.09189168034544319,55.0,0.011530213254151104,2,507.6865851991494,707.4457071101656,0.0050757714064016135,55.0,0.012985983639816527,2,5,5
12,329.449801300479,253.19515863023685,0.09872351586818695,9171.609299999998,273.69112610626587,172.5062406973925,0.7422207039666855,20.0,0.012473339022696409,2,462.1687599695872,958.2490383969948,0.014178740656322412,60.0,0.013104393943795273,2,560.1036858529192,397.69026604019086,0.025590654966544463,45.0,0.012705049236538427,2,719.024203742126,20.9051235337413,0.08147369876202483,60.0,0.01258686840617035,2,507.6865851991494,707.4457071101656,0.004094413423572799,60.0,0.014454255122501643,2,5,5
13,315.23728474218564,232.62808851608992,0.002447813982143998,9935.910074999998,273.69112610626587,172.5062406973925,31.086685853473018,0.0,0.013507850623353199,0,462.1687599695872,958.2490383969948,0.4807558146483769,65.0,0.0141429142465213,2,560.1036858529192,397.69026604019086,0.8632135517160624,50.0,0.013741900673219324,2,719.024203742126,20.9051235337413,2.5429555224389904,0.0,0.013622271181750351,0,507.6865851991494,707.4457071101656,0.1479702728319573,65.0,0.01550111393334619,2,3,3
14,301.02476818389226,212.061018401943,0.0575108602643013,10700.210849999998,273.69112610626587,172.5062406973925,2.021856344186392,0.0,0.01454345520133658,0,462.1687599695872,958.2490383969948,0.021498855281129926,70.0,0.015260335597663858,2,560.1036858529192,397.69026604019086,0.03308169352818809,55.0,0.01483042172094632,2,719.024203742126,20.9051235337413,0.13566748958999594,5.0,0.01467021905761422,2,507.6865851991494,707.4457071101656,0.005847877915413691,70.0,0.016839436316467477,2,4,4
15,286.81225162559883,191.49394828779606,0.045837994664907455,11464.511624999997,273.69112610626587,172.5062406973925,2.9576159764221024,0.0,0.015578745113259325,0,462.1687599695872,958.2490383969948,0.025400010403740476,75.0,0.016365079591689514,2,560.1036858529192,397.69026604019086,0.03639394387220808,60.0,0.015914060588179162,2,719.024203742126,20.9051235337413,0.1662034036958584,10.0,0.01571575997583474,2,507.6865851991494,707.4457071101656,0.006729089893099953,75.0,0.01813802192564145,2,4,4
16,273.69112610626587,172.5062406973925,0.01972520910203457,12256.990884130979,273.69112610626587,172.5062406973925,7.120405895585896,0.0,0.01661359236001663,0,462.1687599695872,958.2490383969948,0.055501180206353765,80.0,0.017431930347491846,2,560.1036858529192,397.69026604019086,0.07518260784365838,65.0,0.01697253905662855,2,719.024203742126,20.9051235337413,0.3697863533721367,15.0,0.016755399352345296,2,507.6865851991494,707.4457071101656,0.014465177462865872,80.0,0.019295577961085168,2,4,4
17,279.5225057909293,196.81662964889418,0.07540559768676758,13021.291659130979,273.69112610626587,172.5062406973925,1.7911185370855338,0.0,0.017649321104600147,0,462.1687599695872,958.2490383969948,0.015616718101958981,85.0,0.018580440744741664,2,560.1036858529192,397.69026604019086,0.02181870838694891,70.0,0.018088750399775127,2,719.024203742126,20.9051235337413,0.09807806162870676,20.0,0.01780836503818985,2,507.6865851991494,707.4457071101656,0.004119708103508567,85.0,0.020761188491499983,2,4,4
18,285.35388547559273,221.12701860039584,0.0874384269118309,13785.592434130978,273.69112610626587,172.5062406973925,1.3143303670116555,0.0,0.01868543576753637,0,462.1687599695872,958.2490383969948,0.01436293221412215,90.0,0.01973887005130471,2,560.1036858529192,397.69026604019086,0.020821612023783617,75.0,0.019208856454204032,2,719.024203742126,20.9051235337413,0.08324829334232445,25.0,0.018864555676575554,2,507.6865851991494,707.4457071101656,0.0038755583392746525,90.0,0.022253933507122216,2,4,4
19,291.18526516025617,245.43740755189754,0.0747569352388382,14549.893209130978,273.69112610626587,172.5062406973925,1.2284467884155745,0.0,0.019721650226633494,0,462.1687599695872,958.2490383969948,0.01793321346250502,95.0,0.0208727027170046,2,560.1036858529192,397.69026604019086,0.026926379800988044,80.0,0.020309640063891455,2,719.024203742126,20.9051235337413,0.09512034652261571,30.0,0.019918084330954426,2,507.6865851991494,707.4457071101656,0.004962104023082644,95.0,0.023646421693095877,2,4,4
20,297.0166448449196,269.74779650339923,0.08356975018978119,15314.193984130978,273.69112610626587,172.5062406973925,0.8592198148747842,5.0,0.02075851152939807,2,462.1687599695872,958.2490383969948,0.017179578890409435,100.0,0.022010876150601558,2,560.1036858529192,397.69026604019086,0.026588379979526604,85.0,0.021411261467657837,2,719.024203742126,20.9051235337413,0.0829413920717583,35.0,0.020974353882246343,2,507.6865851991494,707.4457071101656,0.004878785503591188,100.0,0.025045016911881483,2,5,5
21,302.84802452958303,294.0581854549009,0.0019844244234263897,16078.494759130977,273.69112610626587,172.5062406973925,21.96727247054015,0.0,0.021793077712231042,0,462.1687599695872,958.2490383969948,0.6773855335337213,105.0,0.023048306800396656,2,560.1036858529192,397.69026604019086,1.1814202988146116,0.0,0.022447536481732068,0,719.024203742126,20.9051235337413,2.5190255911680124,0.0,0.02200976421380202,0,507.6865851991494,707.4457071101656,0.22233494606560028,105.0,0.026087855480198412,2,2,2
22,308.67940421424646,318.3685744064026,0.06475048512220383,16842.79553413098,273.69112610626587,172.5062406973925,0.6810531478509927,5.0,0.022830493936431315,2,462.1687599695872,958.2490383969948,0.02556492870870388,110.0,0.02415260010359024,2,560.1036858529192,397.69026604019086,0.04124329393890386,5.0,0.023525441862591222,2,719.024203742126,20.9051235337413,0.10004324914652368,5.0,0.02306237424163158,2,507.6865851991494,707.4457071101656,0.007704774887899776,110.0,0.027353047690049915,2,5,5
23,314.5107838989099,342.6789633579043,0.09152550250291824,17607.09630913098,273.69112610626587,172.5062406973925,0.38646504413346255,10.0,0.02386992443906879,2,462.1687599695872,958.2490383969948,0.01953355888525207,115.0,0.025278325919828704,2,560.1036858529192,397.69026604019086,0.03164242124562059,10.0,0.024616402898033466,2,719.024203742126,20.9051235337413,0.06836158272260857,10.0,0.02412320862204037,2,507.6865851991494,707.4457071101656,0.006074848514199144,115.0,0.028680032958019054,2,5,5
24,320.3421635835733,366.989352309406,0.026495838537812233,18371.39708413098,273.69112610626587,172.5062406973925,1.0680337586081228,0.0,0.02490636658189949,0,462.1687599695872,958.2490383969948,0.07241263956001319,120.0,0.02633770760477905,2,560.1036858529192,397.69026604019086,0.11688372788981359,15.0,0.025666455167910822,2,719.024203742126,20.9051235337413,0.22251220436965477,15.0,0.025166040811105753,2,507.6865851991494,707.4457071101656,0.023482678379420467,120.0,0.029790481251265162,2,4,4
25,326.17354326823676,391.2997412609077,0.060317572206258774,19135.697859130978,273.69112610626587,172.5062406973925,0.3916753900400558,5.0,0.02594573545335813,2,462.1687599695872,958.2490383969948,0.03473207944748189,125.0,0.02742367963609227,2,560.1036858529192,397.69026604019086,0.054347051591155146,20.0,0.026733985041152198,2,719.024203742126,20.9051235337413,0.0949765634083355,20.0,0.026219597726111498,2,507.6865851991494,707.4457071101656,0.011632811988438735,125.0,0.03097790570704675,2,5,5
26,332.0049229529002,415.6101302124094,0.09952431917190552,19899.998634130978,273.69112610626587,172.5062406973925,0.1992508048976058,10.0,0.02698950147296319,2,462.1687599695872,958.2490383969948,0.022962435372667483,130.0,0.028535840013743954,2,560.1036858529192,397.69026604019086,0.0342319138897245,25.0,0.027820703622349657,2,719.024203742126,20.9051235337413,0.05525021776377612,25.0,0.027286593740921895,2,507.6865851991494,707.4457071101656,0.007995601473819188,130.0,0.03223472087572859,2,5,5
27,337.8363026375636,439.9205191639111,0.0681513100862503,20664.299409130977,273.69112610626587,172.5062406973925,0.24571210941735536,15.0,0.02803157792943205,2,462.1687599695872,958.2490383969948,0.03659259666356292,135.0,0.02961921416250701,2,560.1036858529192,397.69026604019086,0.05092112312398172,30.0,0.028890430671762026,2,719.024203742126,20.9051235337413,0.0767039950086402,30.0,0.02834460386674641,2,507.6865851991494,707.4457071101656,0.013324855644561474,135.0,0.033402775077796196,2,5,5
28,343.66768232222705,464.2309081154128,0.04656938463449478,21428.600184130977,273.69112610626587,172.5062406973925,0.30668489642521274,20.0,0.02907221157847506,2,462.1687599695872,958.2490383969948,0.0586313797014331,140.0,0.030684357592159917,2,560.1036858529192,397.69026604019086,0.07437177423828277,35.0,0.029949166570611082,2,719.024203742126,20.9051235337413,0.10639763692063219,35.0,0.029396153742297284,2,507.6865851991494,707.4457071101656,0.022409742168940858,140.0,0.034516841411810495,2,5,5
29,349.4990620068905,488.54129706691447,0.08803080767393112,22192.900959130977,273.69112610626587,172.5062406973925,0.1411399206953558,25.0,0.03011965161320293,2,462.1687599695872,958.2490383969948,0.034277661857912964,145.0,0.0317710069845378,2,560.1036858529192,397.69026604019086,0.03853745858967613,40.0,0.031030093194673942,2,719.024203742126,20.9051235337413,0.05392170749524679,40.0,0.03046394122795828,2,507.6865851991494,707.4457071101656,0.013734941047960789,145.0,0.035680919516975454,2,5,5
30,355.3304416915539,512.8516860184161,0.0570981539785862,22957.201734130977,273.69112610626587,172.5062406973925,0.18921211819079548,30.0,0.031163891364596498,2,462.1687599695872,958.2490383969948,0.058397524256050805,150.0,0.03283627164287589,2,560.1036858529192,397.69026604019086,0.0570280362210506,45.0,0.0320960877385091,2,719.024203742126,20.9051235337413,0.07867260078983848,45.0,0.03152137221154582,2,507.6865851991494,707.4457071101656,0.024703878997695546,150.0,0.036787632211996275,2,5,5
31,361.16182137621735,537.1620749699177,0.003303471952676773,23721.502509130976,273.69112610626587,172.5062406973925,2.4693224382489074,0.0,0.03219931782345646,0,462.1687599695872,958.2490383969948,1.035686894536706,0.0,0.033872767947954185,0,560.1036858529192,397.69026604019086,0.9086741056441927,50.0,0.03313283283842074,2,719.024203742126,20.9051235337413,1.0771805239054266,0.0,0.032557799610960274,0,507.6865851991494,707.4457071101656,0.4961996992848444,155.0,0.03782603611343564,2,2,2
32,366.9932010608808,561.4724639214194,0.06744204461574554,24485.803284130976,273.69112610626587,172.5062406973925,0.1250497591308135,5.0,0.033248377638194423,2,462.1687599695872,958.2490383969948,0.06162056141570434,5.0,0.03493644283930144,2,560.1036858529192,397.69026604019086,0.04247912168830331,55.0,0.034209486360480566,2,719.024203742126,20.9051235337413,0.060177133524499694,5.0,0.03362216542559372,2,507.6865851991494,707.4457071101656,0.029093879954561724,160.0,0.038921909824434275,2,5,5
33,372.8245807455442,585.782852872921,0.06848899275064468,25250.104059130976,273.69112610626587,172.5062406973925,0.10982948069828374,10.0,0.03429940593088762,2,462.1687599695872,958.2490383969948,0.06834059155647056,10.0,0.035997285195420135,2,560.1036858529192,397.69026604019086,0.03853621781453286,60.0,0.03529041446725985,2,719.024203742126,20.9051235337413,0.056256425431415284,10.0,0.03468858685651971,2,507.6865851991494,707.4457071101656,0.03405625633060418,165.0,0.04000889579551882,2,5,5
34,378.65596043020764,610.0932418244226,0.08654097467660904,26014.404834130975,273.69112610626587,172.5062406973925,0.07810993262284752,15.0,0.03535699946715208,2,462.1687599695872,958.2490383969948,0.061391701897971995,15.0,0.03706106746790903,2,560.1036858529192,397.69026604019086,0.027877149752774198,65.0,0.03638895036331945,2,719.024203742126,20.9051235337413,0.042347859565864475,15.0,0.03576536987575665,2,507.6865851991494,707.4457071101656,0.03207659722124193,170.0,0.041099097713794656,2,5,5
35,384.4873401148711,634.4036307759243,0.09206796437501907,26778.705609130975,273.69112610626587,172.5062406973925,0.06624178801561828,20.0,0.03641866478546103,2,462.1687599695872,958.2490383969948,0.06596535732129008,20.0,0.038122845079042844,2,560.1036858529192,397.69026604019086,0.023814993800485105,70.0,0.037498344178404405,2,719.024203742126,20.9051235337413,0.03780279644539515,20.0,0.03684719144589676,2,507.6865851991494,707.4457071101656,0.03569856405951399,175.0,0.0421836864266282,2,5,5
36,390.3187197995345,658.7140197274259,0.048776015639305115,27543.006384130975,273.69112610626587,172.5062406973925,0.11268260460766064,25.0,0.03746928361682005,2,462.1687599695872,958.2490383969948,0.14313055523824722,25.0,0.039170110002608116,2,560.1036858529192,397.69026604019086,0.04067984051799209,75.0,0.03857684556327653,2,719.024203742126,20.9051235337413,0.06729060008215865,25.0,0.03790843909945908,2,507.6865851991494,707.4457071101656,0.07859581480999125,180.0,0.04324113945631652,2,5,5
37,396.15009948419794,683.0244086789276,0.014551266096532345,28307.307159130974,273.69112610626587,172.5062406973925,0.3345083644239809,30.0,0.03850943290499107,2,462.1687599695872,958.2490383969948,0.5505942676084393,30.0,0.04020815537885683,2,560.1036858529192,397.69026604019086,0.12278438767851789,80.0,0.039626167481406946,2,719.024203742126,20.9051235337413,0.2072520709132861,30.0,0.03895186032216149,2,507.6865851991494,707.4457071101656,0.2984741687490387,185.0,0.044281933199345244,2,5,5
38,401.98147916886137,707.3347976304292,0.05596526339650154,29071.607934130974,273.69112610626587,172.5062406973925,0.08183314242263297,35.0,0.039565992343653496,2,462.1687599695872,958.2490383969948,0.1709813118292319,35.0,0.04125339735103942,2,560.1036858529192,397.69026604019086,0.02898055929318153,85.0,0.04072227969646393,2,719.024203742126,20.9051235337413,0.05301175016713722,35.0,0.04002021280834764,2,507.6865851991494,707.4457071101656,0.08460787659358356,190.0,0.045337781132975055,2,5,5
39,407.8128588535248,731.6451865819308,0.019939446821808815,29835.908709130974,273.69112610626587,172.5062406973925,0.20685740854235457,40.0,0.040609429949696,2,462.1687599695872,958.2490383969948,0.5661105450692122,40.0,0.0422913529369182,2,560.1036858529192,397.69026604019086,0.07336148680131957,90.0,0.0417813443090882,2,719.024203742126,20.9051235337413,0.13830903022010477,40.0,0.04106791053866873,2,507.6865851991494,707.4457071101656,0.24423709563321125,195.0,0.04637990137795716,2,5,5
40,413.64423853818823,755.9555755334325,0.09326466917991638,30600.209484130974,273.69112610626587,172.5062406973925,0.041646474201269254,45.0,0.041686918755954365,2,462.1687599695872,958.2490383969948,0.1477904594214229,45.0,0.04333822636128547,2,560.1036858529192,397.69026604019086,0.014251710024447289,95.0,0.04294073778669114,2,719.024203742126,20.9051235337413,0.028897359817433958,45.0,0.04216419905300705,2,507.6865851991494,707.4457071101656,0.050728782494345495,200.0,0.04744976057914209,2,5,5
41,419.4756182228516,780.2659644849341,0.08994612842798233,31364.510259130973,273.69112610626587,172.5062406973925,0.03987280553273232,50.0,0.04276630313568354,2,462.1687599695872,958.2490383969948,0.1876618705746841,50.0,0.04438254377670054,2,560.1036858529192,397.69026604019086,0.013406537220493266,100.0,0.04410798062279868,2,719.024203742126,20.9051235337413,0.02850243847136017,50.0,0.04326133844051128,2,507.6865851991494,707.4457071101656,0.04830027941857586,205.0,0.04852137885581269,2,5,5
42,425.30699790751504,804.5763534364357,0.02286030538380146,32128.811034130973,273.69112610626587,172.5062406973925,0.1426185582324789,55.0,0.043813612632037986,2,462.1687599695872,958.2490383969948,0.9095790703251497,55.0,0.04541928686506862,2,560.1036858529192,397.69026604019086,0.0478269014634199,105.0,0.04517996258943638,2,719.024203742126,20.9051235337413,0.10438292891678669,55.0,0.044313210481808904,2,507.6865851991494,707.4457071101656,0.16708642300206442,210.0,0.0495668632394549,2,5,5
43,431.1383775921784,828.8867423879374,0.04697674885392189,32893.111809130976,273.69112610626587,172.5062406973925,0.06530107554343159,60.0,0.04487566397654772,2,462.1687599695872,958.2490383969948,0.5626291293110786,60.0,0.046457262172118756,2,560.1036858529192,397.69026604019086,0.021252476763781124,110.0,0.046298340825182235,2,719.024203742126,20.9051235337413,0.04914756556044013,60.0,0.04538419528887758,2,507.6865851991494,707.4457071101656,0.06971912571613013,215.0,0.050627192009155504,2,5,5
44,436.9697572768418,853.197131339439,0.09009331464767456,33657.41258413098,273.69112610626587,172.5062406973925,0.03189622807494763,65.0,0.045966178744661426,2,462.1687599695872,958.2490383969948,0.3760863066350336,65.0,0.04749682049046322,2,560.1036858529192,397.69026604019086,0.010133653028109682,115.0,0.04750833190493974,2,719.024203742126,20.9051235337413,0.02460370497153648,65.0,0.04649120045055488,2,507.6865851991494,707.4457071101656,0.030712133488927713,220.0,0.05171985182460661,2,5,5
45,442.8011369615052,877.5075202909406,0.018937725573778152,34421.71335913098,273.69112610626587,172.5062406973925,0.13829872881034874,70.0,0.04701387743195749,2,462.1687599695872,958.2490383969948,2.2669689197916054,0.0,0.04853231936098541,0,560.1036858529192,397.69026604019086,0.044001891495637414,120.0,0.04858353959563396,2,719.024203742126,20.9051235337413,0.10848143277373833,70.0,0.04754242969176101,2,507.6865851991494,707.4457071101656,0.12257174824933106,225.0,0.05276919884195879,2,4,4
46,448.6325166461686,901.8179092424423,0.0647529661655426,35186.014134130986,273.69112610626587,172.5062406973925,0.03866093765789437,75.0,0.048094656975476775,2,462.1687599695872,958.2490383969948,0.847190072432558,5.0,0.04956921093054507,2,560.1036858529192,397.69026604019086,0.011855812384634394,125.0,0.04976809485706347,2,719.024203742126,20.9051235337413,0.031075166261358464,75.0,0.04863441447994925,2,507.6865851991494,707.4457071101656,0.030203749750156262,230.0,0.05386283122278461,2,5,5
47,454.463896330832,926.1282981939439,0.01990988850593567,35950.31490913099,273.69112610626587,172.5062406973925,0.1155577110047973,80.0,0.049144883626264985,2,462.1687599695872,958.2490383969948,3.286989010819621,0.0,0.05060442999864505,0,560.1036858529192,397.69026604019086,0.03539353893698712,130.0,0.050853111990603495,2,719.024203742126,20.9051235337413,0.0942462050107856,80.0,0.049688116277765655,2,507.6865851991494,707.4457071101656,0.08291268377674613,235.0,0.054919108185646694,2,4,4
48,460.2952760154954,950.4386871454456,0.014639072120189667,36714.61568413099,273.69112610626587,172.5062406973925,0.1461428930626298,85.0,0.05019189262094114,2,462.1687599695872,958.2490383969948,4.900464932819395,0.0,0.05163942967506326,0,560.1036858529192,397.69026604019086,0.04435841231992018,135.0,0.05192799551293418,2,719.024203742126,20.9051235337413,0.12102618081541845,85.0,0.0507376483760508,2,507.6865851991494,707.4457071101656,0.09587055422243941,240.0,0.05597249076051034,2,4,4
49,464.7376242598878,925.8365420748314,0.03753656521439552,37478.916459131,273.69112610626587,172.5062406973925,0.06178349319215687,90.0,0.05125549154915974,2,462.1687599695872,958.2490383969948,1.7610008082030006,0.0,0.052675176887172784,0,560.1036858529192,397.69026604019086,0.018960967788887405,140.0,0.05305646467962876,2,719.024203742126,20.9051235337413,0.05114011502448457,90.0,0.051807226172330884,2,507.6865851991494,707.4457071101656,0.044844788879026605,245.0,0.057046940353524526,2,4,4
50,469.1799725042802,901.2343970042173,0.06620419770479202,38243.217234131,273.69112610626587,172.5062406973925,0.03737947545271921,95.0,0.05233784477121524,2,462.1687599695872,958.2490383969948,0.8329316678917585,5.0,0.053712105436284394,2,560.1036858529192,397.69026604019086,0.01179876184157902,145.0,0.054241743647535125,2,719.024203742126,20.9051235337413,0.03082153869356127,95.0,0.05289968088462774,2,507.6865851991494,707.4457071101656,0.03088620408857952,250.0,0.058139274520064836,2,5,5
51,473.6223207486726,876.6322519336031,0.07987801730632782,39007.518009131,273.69112610626587,172.5062406973925,0.03293140625968685,100.0,0.05342661062816273,2,462.1687599695872,958.2490383969948,0.5471818990182676,10.0,0.054750171233451786,2,560.1036858529192,397.69026604019086,0.010770107279739916,150.0,0.055441386869112916,2,719.024203742126,20.9051235337413,0.02702386337151013,100.0,0.05400022675714355,2,507.6865851991494,707.4457071101656,0.0315556469763885,255.0,0.05923038977690003,2,5,5
52,478.064668993065,852.030106862989,0.00963845755904913,39771.81878413101,273.69112610626587,172.5062406973925,0.27546793170917083,105.0,0.054467903522222236,2,462.1687599695872,958.2490383969948,3.4428557834914906,0.0,0.055785361108003216,0,560.1036858529192,397.69026604019086,0.09797224749773806,155.0,0.05649437210963282,2,719.024203742126,20.9051235337413,0.22262127876429982,105.0,0.05504305502582404,2,507.6865851991494,707.4457071101656,0.32615523576135214,260.0,0.060270675847173945,2,4,4
53,482.50701723745743,827.4279617923748,0.0624295249581337,40536.11955913101,273.69112610626587,172.5062406973925,0.04756108025655003,110.0,0.05554009288929213,2,462.1687599695872,958.2490383969948,0.4266402055549412,5.0,0.05682435504566274,2,560.1036858529192,397.69026604019086,0.01694522172284561,160.0,0.05763397408931569,2,719.024203742126,20.9051235337413,0.03863622044710924,110.0,0.05612386393568923,2,507.6865851991494,707.4457071101656,0.06416669451760268,265.0,0.06133320773966098,2,5,5
54,486.94936548184984,802.8258167217607,0.02243243344128132,41300.42033413101,273.69112610626587,172.5062406973925,0.1387625523043657,115.0,0.05658774862919699,2,462.1687599695872,958.2490383969948,0.9321279636020486,10.0,0.057861049241833246,2,560.1036858529192,397.69026604019086,0.052602244333438256,165.0,0.05870258721782492,2,719.024203742126,20.9051235337413,0.11184742304197971,115.0,0.05717460046614505,2,507.6865851991494,707.4457071101656,0.22862989567313607,270.0,0.062375825806016305,2,5,5
55,491.39171372624224,778.2236716511466,0.09216665476560593,42064.72110913102,273.69112610626587,172.5062406973925,0.03674778641886504,120.0,0.05767091796803363,2,462.1687599695872,958.2490383969948,0.18416092376861218,15.0,0.05890554684667189,2,560.1036858529192,397.69026604019086,0.014446414142185166,170.0,0.059860302583708655,2,719.024203742126,20.9051235337413,0.029616748784230422,120.0,0.05826939734143696,2,507.6865851991494,707.4457071101656,0.07123459574335692,275.0,0.06343561290205778,2,5,5
56,495.83406197063465,753.6215265805324,0.0035101191606372595,42829.02188413102,273.69112610626587,172.5062406973925,0.8895045473340761,125.0,0.05870770661478412,2,462.1687599695872,958.2490383969948,3.649869254795915,0.0,0.059940701461218056,0,560.1036858529192,397.69026604019086,0.4198441485953814,175.0,0.060899364547496546,2,719.024203742126,20.9051235337413,0.6945927810516288,125.0,0.05930676160749564,2,507.6865851991494,707.4457071101656,2.302433868746596,0.0,0.06447109822606578,0,3,3
