step,uav_x,uav_y,jammer_power,uav_energy,node_0_sinr,node_0_aoi,node_0_energy,node_1_sinr,node_1_aoi,node_1_energy,node_2_sinr,node_2_aoi,node_2_energy,node_3_sinr,node_3_aoi,node_3_energy,node_4_sinr,node_4_aoi,node_4_energy,reward,jammed_count
11,670.5049044119012,604.5374457861318,1.625009536743164,75511.44233044161,0.05265592236588585,11.0,0.015869737028889157,0.0893922510153625,11.0,0.013881047485598352,0.04909742823335082,11.0,0.017004241669092122,0.0662060209960192,11.0,0.014742668452986834,0.026654048498899487,11.0,0.026232531100281,5,5
12,665.0671229819357,612.928494679007,1.7049674987792969,75637.87197403578,0.04945698442713785,12.0,0.017638914648392554,0.07991444319148401,12.0,0.015376653834543532,0.047854553581423556,12.0,0.01879745214994131,0.060952069327484246,12.0,0.016376484658274564,0.027621675090293916,12.0,0.028569024321704228,5,5
13,659.2167597098112,621.0372811472079,0.3832038640975952,75764.30161762994,0.21680944993372459,13.0,0.018853767385881976,0.33245664534005515,13.0,0.01653429887321914,0.21762053028763673,13.0,0.020011692848380624,0.2618051988762219,13.0,0.017563097618649767,0.13221338282237102,13.0,0.029888824919190968,5,5
14,652.9684374568976,628.8435374475382,1.2358566522598267,75890.73126122411,0.06647117591652804,14.0,0.020439224270932907,0.09624470625028475,14.0,0.01795451029296645,0.06923601704262254,14.0,0.021575821441376316,0.07863921823799958,14.0,0.019065908874617836,0.04350157265777964,14.0,0.03175625626236378,5,5
15,646.3377737747642,636.3277520046669,1.184132695198059,76017.16090481827,0.06859145391914075,15.0,0.022008171448861184,0.09365644760627777,15.0,0.019384919038030253,0.07411478332393844,15.0,0.023106194753058612,0.07947903690536369,15.0,0.02056394924853815,0.04737132552744618,15.0,0.03355703310413848,5,5
16,639.3413418694331,643.4712181799046,1.7986716032028198,76143.59054841244,0.044704496934169266,16.0,0.02385364721079067,0.057464657667484806,16.0,0.021054080325826553,0.05010662307051978,16.0,0.0248660670823861,0.050727032226290665,16.0,0.02231515741542992,0.03191727337805113,16.0,0.03572059476188816,5,5
17,631.9966291769964,650.2560810280586,0.9598081111907959,76270.0201920066,0.08298722428204908,17.0,0.025332801800655773,0.10036673700968889,17.0,0.022459136672144293,0.0964673538560175,17.0,0.02628542684952454,0.09219862512301252,17.0,0.02375156163654475,0.05995702913748292,17.0,0.037364076641680816,5,5
18,624.3219936541328,656.6653819254967,1.9616020917892456,76396.44983560077,0.04029263582628971,18.0,0.027265214209466225,0.045801681128577465,18.0,0.024285592315684244,0.04857676629362894,18.0,0.028067609529258325,0.04382573878977546,18.0,0.025612957733983963,0.028799667948878463,18.0,0.03964801310303161,5,5
19,616.3366178927766,662.6831009578748,0.9440668821334839,76522.87947919493,0.08310850644309861,19.0,0.028743744394913978,0.088827996431938,19.0,0.02573661169885556,0.10389126462378129,19.0,0.029460660669764844,0.08848531804324236,19.0,0.027065525299744205,0.057595994653868485,19.0,0.04131576574245861,5,5
20,608.0604611736279,668.2941969615794,0.3180186450481415,76649.3091227891,0.2449356401968901,20.0,0.029939733232717647,0.24637688718137812,20.0,0.02693174954078528,0.3173843604092475,20.0,0.030623408589574453,0.25522865361178526,20.0,0.028255646568887682,0.16171155352284133,20.0,0.042586526667916014,5,5
21,599.5142095783453,673.4846451188034,0.34582409262657166,76775.73876638326,0.22418630020636104,21.0,0.03114918197219729,0.2120470345168992,21.0,0.028150290165438692,0.30116703914945925,21.0,0.031792214188938406,0.22863900625403913,21.0,0.029462001688847952,0.13862496048595727,21.0,0.043893895671401145,5,5
22,590.7192242851154,678.2414720122871,1.8695969581604004,76902.16840997743,0.04137273401635148,22.0,0.03305859708810472,0.0367761652859464,22.0,0.030166931626899568,0.05762649178591255,22.0,0.03345964065123859,0.04129816341624032,22.0,0.031372965897693006,0.02363458141357084,22.0,0.046447147808094474,5,5
23,581.6974881768314,682.5527880521042,1.359593391418457,77028.5980535716,0.05672982455476055,23.0,0.03473576009780419,0.047482214173270344,23.0,0.0319659585667626,0.08188809392370411,23.0,0.034944538252871395,0.05541463049461984,23.0,0.033064979954696865,0.029710102177032197,23.0,0.04869331988091151,5,5
24,572.4715508953346,686.4078171934453,1.6801782846450806,77155.02769716576,0.04583284615027138,24.0,0.03656168878184072,0.03614061931150846,24.0,0.03399957178369816,0.06855150807192577,24.0,0.03651378703627753,0.04380939657792573,24.0,0.034926678169926034,0.021857775060712292,24.0,0.051368639484613,5,5
25,563.0644724790536,689.7969238711173,0.8798789978027344,77281.45734075992,0.08743668097208786,25.0,0.03801906931532399,0.0650270196220152,25.0,0.03559688988261448,0.13546426834432718,25.0,0.03782713751400384,0.08177546541812732,25.0,0.036412172977129294,0.037828005002321925,25.0,0.05335844520218526,5,5
26,553.4997657249174,692.7116370834386,0.9975623488426208,77407.88698435409,0.07716233813315602,26.0,0.039530522282070414,0.05414794135890646,26.0,0.037303889121003554,0.12380508636283027,26.0,0.03916519026080918,0.07060938491111847,26.0,0.0379663279437186,0.030199760191634065,26.0,0.055585248053093915,5,5
27,543.8013374186082,695.1446715653318,0.9564740061759949,77534.31662794825,0.08059572215992583,27.0,0.04102237286265617,0.05341395520140037,27.0,0.03901989672307076,0.13387217540433288,27.0,0.0404816605355965,0.07215524890477017,27.0,0.03950971061192432,0.02851128199613547,27.0,0.05788164956904702,5,5
28,533.9934285800481,697.089945997692,0.697966992855072,77660.74627154242,0.1107020401415997,28.0,0.04239438947010436,0.06935712392485027,28.0,0.04058312994397155,0.19027680594156518,28.0,0.04171940341983639,0.09695655125617055,28.0,0.04092721287211218,0.03540729636106771,28.0,0.05993560260338608,5,5
29,524.1005538734732,698.5425982075177,0.5886598825454712,77787.17591513658,0.13171197734259238,29.0,0.04371521321873042,0.07806777248659028,29.0,0.04208924615370368,0.2341561869996839,29.0,0.04292208805086063,0.11284613605417387,29.0,0.04229313265704196,0.03811706565905785,29.0,0.061918292880687634,5,5
30,514.1474403335404,699.4989973208109,1.7239357233047485,77913.60555873075,0.04521774335884222,30.0,0.04555167677163218,0.02535689820657392,30.0,0.04454050171611407,0.08311231493337715,30.0,0.04440059865831917,0.03789723431828249,30.0,0.044281224360114585,0.011845917677156766,30.0,0.06596589847407831,5,5
31,504.15896556061836,699.9567528378714,1.307431697845459,78040.03520232491,0.05995937905012963,31.0,0.047195135446903326,0.03185657649975888,31.0,0.046706182088905604,0.11384967220398207,31.0,0.04576374367220469,0.04915117500307597,31.0,0.04605486746399797,0.01425477805137936,31.0,0.06950723206364032,5,5
32,494.1600955397421,699.914720608301,1.190049171447754,78166.46484591908,0.06632116063357055,32.0,0.04878180041003456,0.03340689415653185,32.0,0.048820159168348476,0.12999004588902935,32.0,0.04708814116200333,0.053170793266218534,32.0,0.047773914275971684,0.014334639246993788,32.0,0.07303469517950119,5,5
33,484.17582223865304,699.3730056907838,1.0860918760299683,78292.89448951324,0.07324141110276786,33.0,0.05031788608922095,0.03500098009980404,33.0,0.0508857489063641,0.14804702310546738,33.0,0.04837919284412972,0.05742253189670102,33.0,0.0494435287461561,0.014420781816817546,33.0,0.07654736908293983,5,5
34,474.2311011408949,698.3329620904937,1.9707255363464355,78419.32413310741,0.040738748509269423,34.0,0.052240652132474356,0.01847742372334601,34.0,0.05385811485982265,0.08483951767209282,34.0,0.049849005630862205,0.031232337624293914,34.0,0.051631476930901685,0.007319585174163274,34.0,0.0824476094233127,5,5
35,464.3507888701014,696.7971893747873,1.2674583196640015,78545.75377670157,0.06397229035836702,35.0,0.05384697125805988,0.02756468925419747,35.0,0.05619726443583298,0.13707470955680118,35.0,0.051159273994187474,0.047951101555505166,35.0,0.05342319394360325,0.010514328987453785,35.0,0.08687463456752864,5,5
36,454.5595810613824,694.7695261756389,0.09776578843593597,78672.18342029574,0.8336872228538196,36.0,0.054939502429154144,0.34305234543997176,36.0,0.05735158906749477,1.833375842316127,0.0,0.052227350034670515,0.6106410893989234,36.0,0.054531652045261225,0.12630348428133698,36.0,0.08820701048822907,4,4
37,444.88195063509727,692.2550405950599,1.1603118181228638,78798.6130638899,0.07153120590033407,37.0,0.05648717769975483,0.027856217570540576,37.0,0.059677263668820583,0.16154435320189992,1.0,0.05349833852850947,0.05123560514331815,37.0,0.05627591433968189,0.00989277548049154,37.0,0.09284610500680872,5,5
38,435.3420866272991,689.2600175374828,1.4521996974945068,78925.04270748407,0.057928708869341504,38.0,0.05815139040839426,0.021460037840881116,38.0,0.0623826767125577,0.1339536618684395,2.0,0.05481464732747075,0.040552694826793294,38.0,0.05820267765525366,0.007368533242423645,38.0,0.09871413722531454,5,5
39,425.9638337297424,685.7919430007738,1.6449192762374878,79051.47235107824,0.05189018979999315,39.0,0.059886913021561086,0.01829550370441383,39.0,0.06537414129266371,0.12259998950475982,3.0,0.056155520904344496,0.03549706741321621,39.0,0.06025409561687913,0.006081509373097217,39.0,0.10560144405556315,5,5
40,416.77063269057135,681.8594853651363,1.4332807064056396,79177.9019946724,0.06048542678144996,40.0,0.06152522253599657,0.02030692512579768,40.0,0.06817346350173054,0.14566679853064535,4.0,0.05745049571442609,0.04042632480544634,40.0,0.06218359490991026,0.00654285677618971,40.0,0.11207727334152073,5,5
41,407.7854617246573,677.472473726675,0.22199100255966187,79304.33163826657,0.3961639842297807,41.0,0.06266556388653549,0.12693517178069855,41.0,0.06950443946526945,0.969488629615763,5.0,0.0585368570314737,0.25860894798463147,41.0,0.06337189073557815,0.039704635217025136,41.0,0.11402273128770626,5,5
42,399.0307790800284,672.6418733297747,0.832172155380249,79430.76128186073,0.10781266551492327,42.0,0.06404617978973054,0.032859058756331216,42.0,0.07163612957005978,0.2675364387298025,6.0,0.05972055271857994,0.06874678725108777,42.0,0.0649396684214089,0.009981432215683612,42.0,0.11862996185127668,5,5
43,390.52846690394574,667.3797581596995,1.6526559591293335,79557.1909254549,0.055352331663904304,43.0,0.06573891482158015,0.016073853787938443,43.0,0.07489570668912236,0.1387841911757376,7.0,0.06102762758396208,0.034465939967685974,43.0,0.0670209999321071,0.004748033418490341,43.0,0.12715618395595477,5,5
44,382.2997765489308,661.6992807639181,1.7406619787216187,79683.62056904906,0.05362814137393926,44.0,0.06745226819857676,0.01484586852228293,44.0,0.07833791353055349,0.13536638683271562,8.0,0.06234116775155573,0.03259963583243888,44.0,0.06916128558232384,0.004268797200944309,44.0,0.13652153073927273,5,5
45,374.3652754554522,655.6146393775842,1.3966091871261597,79810.05021264323,0.06827911590018998,45.0,0.06902358304530919,0.018024182678224605,45.0,0.08135857863453728,0.1728350013524009,9.0,0.06359777638515522,0.0405106995341484,45.0,0.07108895622462112,0.005049723056811139,45.0,0.14460119743701624,5,5
46,366.7447957440352,649.141042435344,0.49675583839416504,79936.47985623739,0.1961907479145021,46.0,0.07025568907117677,0.04942295210713787,46.0,0.08312825046792248,0.49588561621307803,10.0,0.06471990033021775,0.11357755956797762,46.0,0.07245284878733561,0.013504556251365589,46.0,0.14828084026672894,5,5
47,359.45738464528927,642.294670558169,0.8647170662879944,80062.90949983156,0.11548394170290739,47.0,0.07161441846051757,0.027735287621213835,47.0,0.08545948029453956,0.29024907559595836,11.0,0.06589316336876885,0.06522258515303957,47.0,0.074048529919219,0.007395579945877216,47.0,0.15413125846723316,5,5
48,352.52125689175097,635.0926361102303,1.852196216583252,80189.33914342572,0.05530299166497334,48.0,0.07330772564903434,0.012665253621051135,48.0,0.08931327409799293,0.13756253368591137,12.0,0.06720251234092706,0.030462370844061004,48.0,0.07626520129046419,0.0032982235820224657,48.0,0.16594306906554743,5,5
49,345.9537491905386,627.5529404269008,0.0006004105671308935,80315.76878701989,85.40676349656127,0.0,0.07434968452114145,31.869650640973337,0.0,0.09035743548096309,190.64014163055396,0.0,0.06824326494861686,44.21484527519402,0.0,0.07730851254053078,9.547485894804288,0.0,0.16699213308504207,0,0
50,339.77127689061336,619.6944288207915,0.9741217494010925,80442.19843061405,0.11093034982813718,1.0,0.0757210407188855,0.023124161424055878,1.0,0.09294383341842663,0.266243252991027,1.0,0.06942760795596584,0.0580666848567806,1.0,0.07897126914286542,0.005756592899333504,1.0,0.17420881558438311,5,5
51,333.9892929529557,611.5367434782836,1.6873271465301514,80568.62807420822,0.06593044114729996,2.0,0.0773108779566011,0.013107756345206993,2.0,0.09670303072548592,0.1542577869430821,2.0,0.07070899222338653,0.03362824947076262,2.0,0.08107825288705305,0.0031931805659377067,2.0,0.18637459044418497,5,5
52,328.6222493262107,603.100274364293,1.2989155054092407,80695.05771780238,0.08825002376362989,3.0,0.07876451551364073,0.016737959737513537,3.0,0.09987500467082766,0.20021974881416862,3.0,0.07193744827102361,0.04384496126282745,3.0,0.08293929390764325,0.003992748328556033,3.0,0.19631472107363465,5,5
53,323.683560824343,594.4061082579767,1.7905622720718384,80821.48736139655,0.06606714055622616,4.0,0.08035323861487759,0.01195095629251919,4.0,0.10389627861231633,0.14459625332999493,4.0,0.07323422962024666,0.0319621856916954,4.0,0.0851012930137826,0.002792938198687724,4.0,0.21007319600307914,5,5
54,319.1855715965879,585.4759760467663,1.8214845657348633,80947.91700499071,0.06710289953018891,5.0,0.08193366745501938,0.011576866399454691,5.0,0.10801351088051958,0.14093952656507153,5.0,0.07453738835160732,0.03159956090476881,5.0,0.08727603509442611,0.0026519540527096745,5.0,0.22450719160830643,5,5
55,315.1395242735074,576.3321984104666,1.2437652349472046,81074.34664858488,0.10165318609429778,6.0,0.08333424551036243,0.01672666207079039,6.0,0.11118691695553952,0.2038525133902091,6.0,0.07576267676693323,0.046578611410146825,6.0,0.08908956416798926,0.003757645146139218,6.0,0.23500344000343265,5,5
56,311.5555318662685,566.9976300311814,0.46202751994132996,81200.77629217904,0.28324317813336924,7.0,0.0845105489281328,0.04447014498173419,7.0,0.11303657692393511,0.5395922085741045,7.0,0.07687891938495627,0.12623134261243701,7.0,0.09042210086080793,0.009802737582095034,7.0,0.23967548477226547,5,5
57,308.442552489382,557.4956024685093,0.8708635568618774,81327.2059357732,0.15598323285837998,8.0,0.08578938387644432,0.023335111609505386,8.0,0.11560910032299417,0.2810415990878813,8.0,0.07805620938640656,0.06759443189287188,8.0,0.09199868246282374,0.005048062988526715,8.0,0.2477574626297643,5,5
58,305.80836697008203,547.8498658427969,0.8374809622764587,81453.63557936737,0.1684798262243019,9.0,0.08705131138310826,0.024024779156223166,9.0,0.1181379635196444,0.285775973318595,9.0,0.07923139651202366,0.070960846503128,9.0,0.09355034707387411,0.005102975843808561,9.0,0.2557637881939077,5,5
59,303.65955940030926,538.084529472206,1.4275778532028198,81580.06522296154,0.1028376649678938,10.0,0.08844786511869288,0.013971388946945893,10.0,0.12172979644144379,0.16353535139213776,10.0,0.08049970532188973,0.04208285181640834,10.0,0.09544528557841733,0.002914599665561454,10.0,0.26899185700190575,5,5
60,302.001500679911,528.224001611974,0.4306202530860901,81706.4948665557,0.35472671650755994,11.0,0.08959875960161015,0.04595559549260185,11.0,0.12355365654586309,0.5266435811358441,11.0,0.0816175897912482,0.14096827793959354,11.0,0.09674839287829545,0.009420908879510689,11.0,0.27381063454345533,5,5
61,300.8383350921878,518.292928446488,0.037668097764253616,81832.92451014987,4.165796394715259,0.0,0.09065437218042995,0.5204370009377548,12.0,0.12467235659951435,5.73787919408577,0.0,0.08267019245126336,1.6054425817255427,0.0,0.09781945328018762,0.10513076513421281,12.0,0.2751996548878244,2,2
62,300.1729699453441,508.3161324866587,1.3574539422988892,81959.35415374403,0.12268966670098395,1.0,0.09199503393907249,0.014408985433746505,13.0,0.12818704529159491,0.1571830656070269,1.0,0.08394728760417783,0.045941091210682634,1.0,0.09964355723585827,0.0028534446915706563,13.0,0.2886886868171254,5,5
63,300.0070683057316,498.3185505265709,0.20513343811035156,82085.7837973382,0.8468022152479056,2.0,0.09308688512667151,0.09489983210341861,14.0,0.12961248592349142,1.002479670583554,0.0,0.08503239624256528,0.3075636550953203,2.0,0.10080989760911045,0.01848818685084606,14.0,0.2916599345942253,4,4
64,300.3410448410493,488.3251713144847,0.5433534979820251,82212.21344093236,0.33538627885730266,3.0,0.09424359124081619,0.03572959530944646,15.0,0.13165739668400037,0.3662082650754469,1.0,0.08618012917794168,0.11815902503305031,3.0,0.10216166256273541,0.006844046641724456,15.0,0.2978970613556036,5,5
65,301.1740647838907,478.36097309397906,1.8464369773864746,82338.64308452653,0.10355562029597304,4.0,0.09563775046991899,0.010495009979427816,16.0,0.13609063509182054,0.10401804366255137,2.0,0.08757276363224661,0.03537631158753103,4.0,0.10421649357219592,0.0019774137048626304,16.0,0.3168960488320722,5,5
66,302.5040460182269,468.45086117135105,0.5057554244995117,82465.0727281207,0.3964816131685798,5.0,0.0967780193856629,0.038276184672735775,17.0,0.13806945439514748,0.3654692527864532,3.0,0.08872069412034697,0.13128963779986638,5.0,0.10553818518902028,0.007097177859696524,17.0,0.322948229898324,5,5
67,304.327664283613,458.6196056653208,0.5110912322998047,82591.50237171486,0.41230240040899624,6.0,0.09791482050953608,0.03788668564669314,18.0,0.14005780686311342,0.3481962564571947,4.0,0.08987347921119175,0.1323292638324635,6.0,0.10685775042533852,0.0069134235384337465,18.0,0.32913332042453164,5,5
68,306.6403614841076,448.8917795946345,1.785675048828125,82717.93201530902,0.12425109053919324,7.0,0.0992518431303944,0.010860713909589266,19.0,0.14437718088676912,0.09600649464514326,5.0,0.09129460618864463,0.03865201513656367,7.0,0.10882755322480506,0.0019503726778590845,19.0,0.34838113839339396,5,5
69,309.4363570811388,439.29169745831496,1.3682817220687866,82844.36165890319,0.17072691830597087,8.0,0.10051099249509343,0.014209129267241098,20.0,0.1479265128914269,0.12052635818768506,6.0,0.09264046551830206,0.051474488167333465,8.0,0.11056860032237303,0.0025119656803148666,20.0,0.36356090918581574,5,5
70,312.70866254184045,429.84335446207683,1.7340567111968994,82970.79130249735,0.14198372275833276,9.0,0.10181229667188738,0.01125299882693302,21.0,0.15213197352939564,0.09149885532306593,7.0,0.09407981544909799,0.04149798464092539,9.0,0.11247542607043663,0.001958571757697276,21.0,0.3827325537121599,5,5
71,316.4490988067445,420.57036654280887,0.23728200793266296,83097.22094609152,1.0917308500441831,0.0,0.10289438546059998,0.08259385498784044,22.0,0.15361316593947624,0.641547876010351,8.0,0.09518541814984795,0.3093635322259231,10.0,0.11364109106315892,0.014160179115352568,22.0,0.38629051988359936,4,4
72,320.6483167331702,411.49591134103036,1.2134804725646973,83223.65058968568,0.225714586547638,1.0,0.1041027586741862,0.016252529527009715,23.0,0.15684846972989658,0.12101914265288813,9.0,0.09653007718791227,0.06206451750022791,11.0,0.11526446794615497,0.0027428388402078725,23.0,0.40028109006001006,5,5
73,325.29582046321195,402.64267026886097,1.1040706634521484,83350.08023327985,0.261798864439353,2.0,0.10528937492924396,0.017989176458639625,24.0,0.159872966479181,0.12802481674895405,10.0,0.09785867069345074,0.06989338134288113,12.0,0.11682377376321788,0.0029898211585354397,24.0,0.4132028119160255,5,5
74,330.3799936579178,394.0327718183022,0.5723329186439514,83476.50987687401,0.532687986832875,3.0,0.10640648317317647,0.03498416952947312,25.0,0.16193904348633736,0.23767712158982385,11.0,0.09905910169053359,0.13821358416128868,13.0,0.11813190581270254,0.0057269340921814625,25.0,0.4204514217442337,5,5
75,335.88812853208725,385.6877362515321,0.7431163191795349,83602.93952046818,0.43292941031010457,4.0,0.10753914059584042,0.02719827150428587,26.0,0.16429553924551063,0.1764244347965559,12.0,0.1003115236596462,0.10932157367120932,14.0,0.11950797427587984,0.0043850040624525246,26.0,0.42959644932784397,5,5
76,341.806457617116,377.6284218114571,0.5130025744438171,83729.36916406234,0.6608847696553629,5.0,0.1086430905394241,0.03981144947449601,27.0,0.1662385987428525,0.24627034197145609,13.0,0.10150672407232814,0.1626821012857594,15.0,0.12077742345746337,0.006322309775189777,27.0,0.4362614933171856,5,5
77,348.1201881724977,369.8749725869674,0.05514126643538475,83855.79880765651,6.409238701747786,0.0,0.10969481093932577,0.3740021453811548,28.0,0.1673842954236194,2.1838365603040546,0.0,0.1025713686937024,1.5401128209423753,0.0,0.12184949341255473,0.058603211808174,28.0,0.43791865292545346,2,2
78,354.8135391599711,362.4467681632061,0.286582887172699,83982.22845125067,1.3084949379028072,0.0,0.11077123182753815,0.07302103939948588,29.0,0.1689218440438366,0.4101240643826808,1.0,0.10370863153774144,0.3081597938536289,1.0,0.12301560922329194,0.011251904785310364,29.0,0.44212442021095605,4,4
79,361.86978068789756,355.36237518269843,0.8612485527992249,84108.65809484484,0.4574626828332537,1.0,0.1118994431759493,0.024648548104959544,30.0,0.1714133229323104,0.13208878741236968,2.0,0.1050286856560137,0.10585611895627824,2.0,0.1244023145008668,0.0037400267517050533,30.0,0.45266515956678455,5,5
80,369.27127582727667,348.63950093841515,1.960300087928772,84235.087738439,0.21037187275266153,2.0,0.11311932058306405,0.010996496954688354,31.0,0.17569234798069874,0.05614562890812062,3.0,0.1067123594818681,0.0480014858379989,3.0,0.12619325452128843,0.0016432794729784983,31.0,0.475313430013893,5,5
81,376.99952469488414,342.2949491147618,0.22131049633026123,84361.51738203317,1.9382767098990918,0.0,0.11418624725766857,0.09897315650442638,32.0,0.1771023868224863,0.479887701709689,4.0,0.10783690079627187,0.43786177323554376,4.0,0.12732497843382487,0.01457307029598766,32.0,0.478800386337144,4,4
82,385.0352106933451,336.3445777871186,1.8364698886871338,84487.94702562733,0.24322510227785926,1.0,0.11538325913698867,0.012145947625230285,33.0,0.18107598673476916,0.05618892748328341,5.0,0.10952008741861788,0.054682372419137364,5.0,0.12902557060296474,0.001760529413221686,33.0,0.5000103436674244,5,5
83,393.3582487925679,330.80325978491146,1.3155035972595215,84614.3766692215,0.35102199655999283,2.0,0.11653521758117356,0.01727994931431722,34.0,0.18418145608316536,0.07604514160323671,6.0,0.11103830036368205,0.07895379862721474,6.0,0.13052658289260685,0.00246661577449063,34.0,0.5154498652211422,5,5
84,401.9478357318589,325.68484551728307,0.9913533329963684,84740.80631281566,0.4790331087097635,3.0,0.11765989252271129,0.02339773468637251,35.0,0.18674990881652745,0.09791804442569672,7.0,0.11245220583809037,0.10844673187452121,7.0,0.1319052724893976,0.003288874542486079,35.0,0.5272922627157067,5,5
85,410.7825020172402,321.0021283542839,0.8531796336174011,84867.23595640983,0.5691760734942921,4.0,0.11877266087578912,0.027777446736763273,36.0,0.18907919646508692,0.11051537375477877,8.0,0.11382476442333649,0.13054049725006622,8.0,0.13322851731815705,0.0038444668445460255,36.0,0.53757522020666,5,5
86,419.8401655840036,316.7668126501096,1.1544275283813477,84993.665600004,0.4276031777526495,5.0,0.11990635031634173,0.021003327524788687,37.0,0.19182057066350025,0.07944078487805775,9.0,0.11532301990959938,0.10004845302530338,9.0,0.1346346994095722,0.002861765735764901,37.0,0.5510280886733684,5,5
87,429.09818699037226,312.9894844883107,0.07420478016138077,85120.09524359816,6.663704636337344,0.0,0.12095777688842611,0.3342301748483626,38.0,0.19297764534559175,1.191678630768109,0.0,0.11640224814246886,1.6011802296448303,0.0,0.13570582328479733,0.044890010304928195,38.0,0.5528702831860353,2,2
88,438.5334260043146,309.6795852220973,0.5364111661911011,85246.52488719232,0.9312156023448909,1.0,0.12204569948129224,0.047495744690939944,39.0,0.19477645932347593,0.16201823292952916,1.0,0.11767259287994822,0.23174619307419264,1.0,0.13691008981787092,0.006270746786288224,39.0,0.5595814844221899,5,5
89,448.12229944207326,306.8453878758727,1.6465924978256226,85372.95453078649,0.30238544290313424,2.0,0.1232140275139052,0.015896304812882952,40.0,0.19806069720488273,0.051525280442977286,2.0,0.11941296019192169,0.07847842118857738,2.0,0.13841382617884046,0.0020651178400637746,40.0,0.5778182643214601,5,5
90,457.8408401138425,304.49397646698094,0.07958441972732544,85499.38417438066,6.1428662807202485,0.0,0.1242660779083359,0.3378314558804967,41.0,0.19921663205210008,1.0314873895518888,0.0,0.12049703175861176,1.67354250048794,0.0,0.1394839142181526,0.043239966774155814,41.0,0.5796906321500146,2,2
91,467.6647567292611,302.6312282993529,0.9598454236984253,85625.81381797482,0.5042292074011132,1.0,0.12538700130014563,0.028894748990441806,42.0,0.20149651331402973,0.08430132100247394,1.0,0.12196951658175652,0.14534282788128547,1.0,0.1407794329227446,0.0036337962286210296,42.0,0.5905087737394009,5,5
92,477.56949461298746,301.2617992733073,0.7270303964614868,85752.24346156899,0.6501303842854078,2.0,0.12649185850402714,0.03935231430251499,43.0,0.20344997470121912,0.10884571910771348,2.0,0.12334700554200129,0.19942052476617156,2.0,0.14200860131134835,0.004867942591013093,43.0,0.5988508807281909,5,5
